"Peixe Frito","Mandra Filmes (http://www.mandra.com.br)",,"Um Avô ensina o seu Neto a pescar e a partir daí, peixes, gaivotas e anzóis se misturam em uma verídica estória de pescador. ",0:09:00,"Ricardo de Podestá",2005,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/maio/09","1/junho/09","1/junho/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/MANDRA/PEIXE FRITO",,"eloanima/2009/october/MANDRA/PEIXE FRITO",,"cesar","(62) 3945-5925","contato@mandra.com.br","Leandro","Leandro"
"Shpluph","Coala (http://www.coalafilmes.com.br)",,"Dentro de saloon, no meio do deserto, dois personagens encontram-se para uma típica cena de duelo",0:06:00,"Cesar Cabral",1999,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/Shpluph",,"eloanima/2009/october/COALA/SHPLUPH",,"Monique/Cesar","(1)1 4426-2182","coala@coalafilmes.com.br","Leandro","Leandro"
"Caquinhas - Sala de Aula","Coala (http://www.coalafilmes.com.br)",,"Duas melecas grudadas debaixo de uma carteira escolar descobrem e discutem a lei da gravidade",0:01:01,"Cesar Cabral",2002,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/CAQUINHAS - SALA DE AULA",,"eloanima/2009/october/COALA/CAQUINHAS - SALA DE AULA",,"Monique/Cesar","(1)1 4426-2183","coala@coalafilmes.com.br","Leandro","Leandro"
"Caquinhas - Bolinhas","Coala (http://www.coalafilmes.com.br)",,"Uma caquinha solitária é repentinamente incomodada por estranhas bolinhas",0:01:22,"Cesar Cabral",2002,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/CAQUINHAS - BOLINHAS",,"eloanima/2009/october/COALA/CAQUINHAS - BOLINHAS",,"Monique/Cesar","(1)1 4426-2184","coala@coalafilmes.com.br","Leandro","Leandro"
"Caquinhas - Asfalto","Coala (http://www.coalafilmes.com.br)",,"Uma caquinha de chicletes acaba na estrada e tem que se virar pedindo carona",0:01:27,"Cesar Cabral",2003,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/CAQUINHAS - ASFALTO",,"eloanima/2009/october/COALA/ CAQUINHAS - ASFALTO",,"Monique/Cesar","(1)1 4426-2185","coala@coalafilmes.com.br","Leandro","Leandro"
"Caquinhas - Ninja","Coala (http://www.coalafilmes.com.br)",,"No universo de um cesto de lixo, duas caquinhas disputam espaço nas artes marciais",0:01:28,"Cesar Cabral",2003,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/CAQUINHAS - NINJA",,"eloanima/2009/october/COALA/CAQUINHAS - NINJA",,"Monique/Cesar","(1)1 4426-2186","coala@coalafilmes.com.br","Leandro","Leandro"
"Caquinhas - Descarga","Coala (http://www.coalafilmes.com.br)",,"Três caquinhas que estão no vaso sanitário tentando descobrir um modo de dar a descarga",0:01:23,"Cesar Cabral",2004,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/junho/09","29/agosto/09","29/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/COALA/CAQUINHAS - DESCARGA",,"eloanima/2009/october/COALA/CAQUINHAS - DESCARGA",,"Monique/Cesar","(1)1 4426-2187","coala@coalafilmes.com.br","Leandro","Leandro"
"Animajazz","Abacatu (http://abacatu.blogspot.com)",,"Animação feita em conjunto por 18 animadores, tendo como personagem principal uma singela ameba de gravata",0:04:21,"Jackson Abacatu",2009,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/09","26/agosto/09",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/ANIMAJAZZ",,,,"Jackson",,,"Luciana","Leandro"
"Libertas","Abacatu (http://abacatu.blogspot.com)",,"Um pardal, em um de seus voos libertos, encontra um periquito em um local que nunca vira antes, com a presença de grades. Será que a vida ali é realmente o que o periquito queria ou vale a pena uma tentativa de fuga?",0:09:40,"Jackson Abacatu",2009,,,,,,,"Animação","Curta","Melhor animação da Mostra Minas 2009; ",,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/10","26/agosto/10",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/LIBERTAS",,,,"Jackson",,,"Luciana","Leandro"
"Samba de PVC","Nheenga Filmes",,,0:01:00,"Jackson Abacatu",2008,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/11","26/agosto/11",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/SAMBA DE PVC",,,,"Jackson",,,"Luciana","Leandro"
"Ambigranima","Nheenga Filmes",,"Duas narrativas são contadas através do uso de ambigramas, com imagens invertidas.",0:03:37,"Jackson Abacatu",2007,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/12","26/agosto/12",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/AMBIGRANIMA",,,,"Jackson",,,"Luciana","Leandro"
"Balanço","Abacatu (http://abacatu.blogspot.com)",,"Um casal desenhado e pintado no papel começa a dançar até que ocorre um pequeno incidente",0:01:50,"Jackson Abacatu",2006,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/13","26/agosto/13",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/BALANCO",,,,"Jackson",,,"Luciana","Leandro"
"Essaúna","Nheenga Filmes",,"Alguém está sendo observado por olhos negros, mas não sabe de quem são os olhos. Animação com narração na língua indígena tupi.",0:02:21,"Jackson Abacatu",2006,,,,,,,"Animação","Curta","3° lugar na Animarte 2006: Categoria Universitário, Júri profissional",,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"1/agosto/14","26/agosto/14",,,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/ABACATU/EDITADOS/ESSAUNA",,,,"Jackson",,,"Luciana","Leandro"
"Nhô Tonico","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Biografia do maestro compositor Carlos Gomes",0:19:35,"Mauricio Squarisi",1997,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Quem Sabe","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Clipe lírico da canção  de Carlos  Gomes composta em 1859",0:04:25,"Wilson Lazaretti",2001,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD1/EDITADOS/QUEM SABE",,"eloanima/2009/october/NCA/QUEM SABE",,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"bom dia","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"A nega do café se encanta com o nego da sanfona",0:01:11,"Mauricio Squarisi",2001,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD1/EDITADOS/BOM DIA",,"eloanima/2009/october/NCA/BOM DIA",,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"O burrico e o bem-te-vi","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"A violoncelista e o violinista se preparam para tocar ""Burrico-de-pau"", música composta por Carlos Gomes em 1894",0:06:59,,2008,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD1/EDITADOS/O BURRICO E O BEM TE VI",,"eloanima/2009/october/NCA/O BURRICO E O BEM TE VI",,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"No céu como na terra","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"A substituição da poesia das nuvens pela utilidade da fumaça",0:03:38,"Mauricio Squarisi",1988,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/EDITADOS/NO CEU COMO NA TERRA",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Um novo começo","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"São jorge e seu inseparável amigo dragão ensinam reciclagem de papel",0:05:30,"Wilson Lazaretti",1997,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/EDITADOS/UM NOVO COMECO",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"A gota borralheira","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Nao vai ser usado - é branded da sabesp",0:07:34,"Wilson Lazaretti",2001,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,"SIM - BRANDED SABESP",,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/REMOVIDOS/",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Çuikiri","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"O natal sob o ponto de vista de 35 crianças indígenas de São Gabriel da Cachoeira (AM)",0:07:17,,1991,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/EDITADOS/CUIKRI",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Wirandé","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"A interferência da sociedade branca na cultura indígena e a tentativa desta de recuperar-se",0:04:26,,1992,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/EDITADOS/WIRANDE",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Kamena","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"O intercâmbio entre a medicina indígena e a medicina branca. Resultado de oficina realizada no posto indígena Diaurarum no Xingu com 25 índios de 10 etnias diferentes.",0:04:52,"Indios do Xingu",1995,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD2/EDITADOS/KAMENA",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"A mulher volátil","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Para conquistar o grande amor, as vezes, é preciso arrastar um guarda-roupas",0:02:20,"Wilson Lazaretti",2002,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD3/EDITADOS/A MULHER VOLATIL",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"O pão de cada dia","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"A saga de uma mulher que abandona as manifestações feministas e se deixa levar por seu instinto devorador",0:02:27,"Mauricio Squarisi",1992,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,,,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/DVD3/EDITADOS/O PAO DE CADA DIA",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Prontos para amar","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Nao vai ser usado - conteudo adulto",0:03:03,"Wilson Lazaretti",1995,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,"SIM - NU",,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/REMOVIDOS/PRONTOS PARA AMAR",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
"Cello","NCA CAMPINAS (http://www.ncacampinas.com.br)",,"Nao vai ser usado - conteudo adulto",0:02:00,,,,,,,,,"Animação","Curta",,,,"http://www.elocompany.com/elochannels/downloads.php?ID=23","http://www.elocompany.com/elochannels/blog.php?ID=23","http://www.elocompany.com/elochannels/comunidade.php?ID=23","http://www.elocompany.com/elochannels/chat1.php?ID=23",,"30/junho/09","20/agosto/09","20/agosto/14",,"digital",50%,,,,,,"SIM - NU",,,,,,,,,,"VIDEOS MASTER/elo/2009/outubro/anima/NCA/",,,,"Wilson Lazaretti","(19)  3829-1770 /  9715-3930","ncacampinas@terra.com.br","Leandro / Daniela","Leandro"
